nr	PrisPerLiter	fyllighet	stravhet	fruktsyra	Namn	desc	Forpackning
682301	Rosemount	92.00	5	4	9	Fruktig smak med inslag av blåbär, inslag av björnbär, inslag av lakrits, inslag av vanilj	Flaska
7977901	Prego	75.00	6	6	9	Fruktig smak med inslag av fat, inslag av körsbär, inslag av oregano, inslag av jordgubbar, inslag av mjölkchoklad	Flaska
2281701	Villa Cafaggio	225.33	8	8	9	Kryddig smak med fatkaraktär, inslag av torkade körsbär, inslag av nötter, inslag av choklad, inslag av kanel, inslag av korinter	Flaska
271006	Marqués de Arienzo	139.33	9	8	9	Kryddig, något utvecklad smak med fatkaraktär, inslag av mörka körsbär, inslag av choklad, inslag av plommon, inslag av vanilj, inslag av kaffe	Magnum
608301	Campo Viejo	132.00	7	7	9	Kryddig smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av tobak, inslag av muskot, inslag av vanilj	Flaska
699601	Torres Coronas	105.33	7	6	9	Kryddig smak med inslag av fat, inslag av körsbär, inslag av björnbär, inslag av örter, inslag av vanilj	Flaska
699604	Torres Coronas	132.00	7	6	9	Kryddig smak med inslag av fat, inslag av körsbär, inslag av björnbär, inslag av örter, inslag av vanilj	Flaska
544701	Olivier Leflaive	238.67	5	5	10	Bärig smak med inslag av fat, inslag av skogshallon, inslag av lingon, inslag av örter, inslag av kryddor	Flaska
2298101	Monterosso	78.67	6	5	10	Mycket fruktig smak med inslag av fat, inslag av skogshallon, inslag av blåbär, inslag av lakrits, inslag av örter	Flaska
651208	Ecologica	76.33	7	6	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av svarta vinbär, inslag av vanilj, inslag av lakrits	Box
528301	Couvent des Jacobins	198.67	5	5	10	Kryddig smak med inslag av lingon, inslag av körsbär, inslag av muskot, inslag av kanel	Flaska
640001	Down Under	92.00	7	6	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av vanilj, inslag av lakrits	Flaska
641901	Jacob's Creek	92.00	7	5	9	Fruktig smak med inslag av blåbär, inslag av skoshallon, inslag av peppar, inslag av vanilj	Flaska
209908	Robertson	57.67	7	7	9	Fruktig smak med inslag av mörka bär, inslag av vanilj, inslag av mynta, inslag av choklad	Box
2299601	Porcupine Ridge	132.00	8	8	9	Mycket fruktig smak med fatkaraktär, inslag av björnbär, inslag av peppar, inslag av rosmarin, inslag av skogshallon, inslag av lakrits	Flaska
2900201	Allesverloren	145.33	7	7	9	Fruktig smak med fatkaraktär, inslag av björnbär, inslag av lagerblad, inslag av sötlakrits, inslag av peppar, inslag av kaffe	Flaska
2800201	Amarone	366.67	11	9	10	Kryddig, nyanserad smak med inslag av fat, inslag av russin, inslag av torkade körsbär, inslag av chokladpraliner, inslag av arrak, inslag av svartpeppar, inslag av kanel	Flaska
611001	Marqués de Arienzo	265.33	8	7	9	Mogen, kryddig smak med fatkaraktär, inslag av torkade körsbär, inslag av dill, inslag av tobak, inslag av russin, inslag av choklad, inslag av vanilj	Flaska
320401	Doppio Passo	118.67	7	7	9	Mycket fruktig smak med liten sötma, inslag av mogna jordgubbar, inslag av russin, inslag av lakrits, inslag av vanilj	Flaska
2305001	Domìni Veneti	278.67	10	9	9	Kryddigt smak med inslag av fat, inslag av torkade körsbär, inslag av russin, inslag av apelsinchoklad, inslag av vanilj, inslag av kanel, inslag av peppar	Flaska
622601	Lindemans Bin 45	105.33	8	7	9	Mycket fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av mynta, inslag av plommon, inslag av choklad	Flaska
3213001	Castello Fonterutoli	398.67	9	9	9	Nyanserad, kryddig smak med rostad fatkaraktär, inslag av körsbär, inslag av hallon, inslag av lakrits, inslag av kaffe, inslag av rosmarin	Flaska
655101	Quara	172.00	10	9	9	Mycket fruktigt, smakrikt vin med fatkaraktär, inslag av mörka bär, inslag av katrinplommon, inslag av choklad, inslag av björnbär, inslag av peppar, inslag av kaffe	Flaska
212901	Lionheart of the Barossa	158.67	11	9	9	Smakrikt, mycket fruktigt vin med rostad fatkaraktär, inslag av björnbär, inslag av plommon, inslag av svartpeppar, inslag av lakrits, inslag av kaffe, inslag av vanilj	Flaska
212906	Lionheart of the Barossa	152.67	10	8	9	Smakrikt, mycket fruktigt vin med rostad fatkaraktär, inslag av björnbär, inslag av plommon, inslag av svartpeppar, inslag av lakrits, inslag av kaffe, inslag av vanilj	Magnum
212902	Lionheart of the Barossa	157.33	11	9	9	Smakrikt, mycket fruktigt vin med rostad fatkaraktär, inslag av björnbär, inslag av plommon, inslag av svartpeppar, inslag av lakrits, inslag av kaffe, inslag av vanilj	Flaska
302301	Cantina Zaccagnini	140.00	7	7	9	Kryddig smak med fatkaraktär, inslag av körsbär, inslag av blåbär, inslag av kryddnejlika, inslag av vanilj	Flaska
214508	SomeZin	79.67	8	6	8	Generöst fruktig smak med liten sötma, inslag av fat, inslag av björnbär, inslag av drottningsylt, inslag av choklad, inslag av vanilj	Box
651201	Ecologica	105.33	7	6	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av svarta vinbär, inslag av vanilj, inslag av lakrits	Flaska
216701	Terre de Mistral	126.67	8	7	10	Kryddig smak med inslag av björnbär, inslag av hallon, inslag av kryddpeppar, inslag av viol, inslag av blåbär	Flaska
330001	Passitivo	132.00	8	7	9	Mycket fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av kaffe, inslag av vanilj, inslag av russin	Flaska
283601	Domaine du Pesquier	212.00	9	9	9	Kryddig, nyanserad smak med inslag av fat, inslag av skogshallon, inslag av lagerblad, inslag av vitpeppar, inslag av björnbär, inslag av lakrits, inslag av kryddpeppar	Flaska
276901	Millefiori	118.67	7	7	9	Fruktig smak med inslag av fat, inslag av körsbär, inslag av plommon, inslag av kakao, inslag av salvia, inslag av lakrits	Flaska
2307201	Castelforte	105.33	8	7	9	Kryddig smak med inslag av fat, inslag av mörka körsbär, inslag av choklad, inslag av pinjenötter, inslag av kanel, inslag av vanilj	Flaska
282001	Pinot Noir	118.67	4	4	9	Bärig, kryddig smak med inslag av mogna jordgubbar, inslag av lakitsrot, inslag av örter	Flaska
456701	Casillero del Diablo	105.33	8	7	9	Mycket fruktig smak med fatkaraktär, inslag av björnbär, inslag av örter, inslag av lakrits, inslag av vanilj	Flaska
7191201	Grande Nuit	105.33	7	7	9	Mycket fruktig smak med inslag av svarta vinbär, inslag av viol, inslag av plommon, inslag av gräs	Flaska
3214501	Amarone della Valpolicella	532.00	11	9	9	Kryddig smak med inslag av fat, inslag av romrussin, inslag av choklad, inslag av torkade körsbär, inslag av nötter, inslag av kanel	Flaska
213008	Casas Patronales	63.00	7	7	10	Mycket fruktig smak med inslag av svarta vinbär, inslag av blåbär, inslag av skogshallon, inslag av grönpeppar, inslag av gräs	Box
205201	Chill Out	100.00	6	6	9	Mycket fruktig smak med inslag av mörka bär, inslag av lakrits, inslag av kryddor	PET-flaska
2800808	Lyngrove	63.00	7	7	9	Mycket fruktig smak med inslag av skogsbär, inslag av lakrits, inslag av vanilj	Box
660701	Trivento	92.00	8	7	9	Ungdomlig, mycket fruktig smak med inslag av svarta vinbär, inslag av viol, inslag av örter, inslag av sötlakris	Flaska
657701	Casillero del Diablo	105.33	7	7	9	Fruktig smak med fatkaraktär, inslag av blåbär, inslag av svarta vinbär, inslag av färska örter, inslag av peppar, inslag av lakrits	Flaska
3192401	Lepores	286.67	7	7	10	Fruktig smak med fatkaraktär, inslag av blåbär, inslag av svartpeppar, inslag av ceder, inslag av örter och svarta vinbär.	Flaska
7701001	Gran Vego	105.33	6	6	9	Fruktig doft med inslag av blåbär, inslag av färska örter, inslag av mörka körsbär, inslag av svartpeppar, inslag av vanilj	Flaska
238608	Masi	83.00	5	4	9	Ungdomlig, bärig smak med inslag av körsbär, inslag av björnbär, inslag av örter	Box
658601	Cono Sur	118.67	8	8	9	Fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av färska örter, inslag av blåbär, inslag av lakrits	Flaska
626501	Rua	212.00	6	6	10	Nyanserad, kryddig smak med fatkaraktär, inslag av skogshallon, inslag av jordgubbar, inslag av choklad, inslag av kanel, inslag av örter, inslag av ingefära	Flaska
631501	Diemersfontein	122.67	8	7	9	Mycket fruktig smak med påtaglig rostad fatkaraktär, inslag av kaffe, inslag av mörka körsbär, inslag av plommon, inslag av choklad, inslag av vanilj	Flaska
546101	Mont-Redon	146.67	7	7	9	Kryddig smak med inslag av fat, inslag av hallon, inslag av örter, inslag av peppar, inslag av björnbär, inslag av viol, inslag av vanilj	Flaska
647001	Mas Louise	132.00	7	7	9	Kryddig, fruktig smak med inslag av körsbär, inslag av blåbär, inslag av svartpeppar, inslag av lakrits och färska örter.	Flaska
7183201	Delas Saint-Esprit	132.00	8	8	9	Kryddig smak med inslag av björnbär, inslag av lagerblad, inslag av hallon, inslag av viol, inslag av peppar	Flaska
232404	Sonovino	104.00	5	5	9	Bärig smak med inslag av skogsbär, inslag av lakrits, inslag av kryddor	Papp
1237901	Castelforte	252.00	10	10	10	Kryddig, fruktig smak med inslag av fat, inslag av körsbär, inslag av kanel, inslag av torkade tranbär, inslag av pinjenötter, inslag av peppar, inslag av kakao	Flaska
672301	Louis M Martini	358.67	10	10	10	Fruktig, balanserad smak med fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av ceder, inslag av mörka körsbär, inslag av mintchoklad	Flaska
209702	Campos Góticos	152.00	9	9	9	Kryddig, fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av lagerblad, inslag av fikon, inslag av svartpeppar, inslag av kanel	Flaska
660301	Casillero del Diablo	105.33	5	5	10	Bärig, kryddig smak med inslag av jordgubbar, inslag av skogshallon, inslag av lakrits, inslag av örter	Flaska
235801	Pasqua Amarone della Valpolicella	292.00	10	8	9	Kryddig smak med inslag av fat, inslag av mörka körsbär, inslag av salvia, inslag av pomerans, inslag av pinjenötter, inslag av mörkchoklad	Flaska
659708	Gnarly Head	86.33	7	6	9	Generöst fruktig smak med inslag av fat, inslag av blåbärsylt, inslag av plommon, inslag av kryddpeppar, inslag av mynta, inslag av vanilj	Box
213701	Perdeberg	92.00	6	6	9	Mycket fruktig, ungdomlig smak med inslag av fat, inslag av blåbär, inslag av mynta, inslag av björnbär, inslag av peppar, inslag av lakrits, inslag av skogshallon	Flaska
209301	Merwida	105.33	9	8	9	Fruktig, kryddig smak med inslag av fat, inslag av björnbär, inslag av skogshallon, inslag av svartpeppar, inslag av kakao, inslag av viol	Flaska
230908	Allegrini	93.00	7	7	9	Kryddig, fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av blåbär, inslag av choklad, inslag av lakrits	Box
7061701	Mouton Cadet	212.00	9	9	9	Fruktig smak med fatkaraktär, inslag av plommon, inslag av ceder, inslag av svarta vinbär, inslag av peppar, inslag av lakrits och färska örter.	Flaska
535201	Castelforte	132.00	9	8	9	Kryddig smak med inslag av fat, inslag av mörka körsbär, inslag av pinjenötter, inslag av kanel och rosmarin .	Flaska
535301	Pasqua Ripasso	153.33	9	8	9	Kryddig smak med inslag av fat, inslag av torkade körsbär, inslag av peppar, inslag av tobak, inslag av korinter	Flaska
614601	Chill Out	105.33	7	6	8	Fruktig smak med inslag av russin, inslag av viol, inslag av björnbär, inslag av sötlakrits	PET-flaska
399408	Allegro	79.67	7	7	9	Mycket fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av hallon, inslag av mjölkchoklad och vanilj .	Box
535401	Tommasi Graticcio Appassionato	118.67	7	7	10	Kryddig, aningen utvecklad smak med inslag av fat, inslag av körsbär, inslag av kanel, inslag av jordgubbar, inslag av vanilj, inslag av choklad	Flaska
235201	Soprasasso	238.67	10	9	10	Kryddig, nyanserad smak med inslag av fat, inslag av mörka körsbär, inslag av korinter, inslag av peppar, inslag av pomerans, inslag av kakao	Flaska
222201	De Loach	278.67	6	6	10	Kryddig, nyanserad smak med rostad fatkaraktär, inslag av skogshallon, inslag av mynta, inslag av jordgubbar, inslag av kaffe, inslag av ingefära	Flaska
671101	Spring Village	92.00	6	5	9	Ungdomlig, mycket fruktig smak med inslag av fat, inslag av mörka bär, inslag av vanilj, inslag av choklad	PET-flaska
625407	Te Kairanga	134.67	5	4	10	Bärig, kryddig smak med inslag av fat, inslag av mogna jordgubbar, inslag av ingefära, inslag av körsbär, inslag av apelsin, inslag av vanilj	Box
628201	Taurasi	212.00	10	10	10	Nyanserad, kryddig smak med fatkaraktär, inslag av mörka körsbär, inslag av eneträ, inslag av plommon, inslag av tobak, inslag av kaffe och svart te.	Flaska
208601	The Chocolate Block	332.00	10	9	9	Mycket fruktig smak med rostad fatkaraktär, inslag av björnbär, inslag av svarta vinbär, inslag av svartpeppar, inslag av mynta, inslag av kaffe, inslag av hallon	Flaska
228101	Fat Bastard	118.67	7	7	9	Mycket fruktig smak med fatkaraktär, inslag av björnbär, inslag av viol, inslag av hallon, inslag av vanilj och färska örter.	Flaska
7040101	Araldica Barolo	252.00	8	10	10	Kryddig, nyanserad smak med inslag av fat, inslag av torkade körsbär, inslag av kanel, inslag av bergamott, inslag av nypon, inslag av lagerblad	Flaska
1237906	Castelforte	252.67	10	10	10	Kryddig, fruktig smak med inslag av fat, inslag av körsbär, inslag av kanel, inslag av torkade tranbär, inslag av pinjenötter, inslag av peppar, inslag av kakao	Magnum
532802	Monti Garbi	184.00	7	6	10	Kryddig, något utvecklad smak med inslag av fat, inslag av torkade körsbär, inslag av kryddnejlika, inslag av hallon, inslag av vanilj, inslag av kanel	Flaska
393001	Gran Passione	118.67	8	7	9	Mycket fruktig smak med inslag av mörka bär, inslag av choklad, inslag av vanilj, inslag av kanel	Flaska
222001	Vegologica	118.67	7	6	9	Fruktig, något kryddig smak med inslag av fat, inslag av russin, inslag av körsbär, inslag av choklad, inslag av viol	Flaska
270001	Chianti	118.67	7	6	9	Kryddig smak med inslag av fat, inslag av körsbär, inslag av örter, inslag av skogshallon, inslag av vanilj	Flaska
536101	Bourgogne Cuvée Prestige	145.33	4	4	10	Bärig smak med inslag av fat, inslag av hallon, inslag av muskot, inslag av lingon	Flaska
2233701	Girard	265.33	10	7	9	Generöst fruktig smak med fatkaraktär, inslag av björnbär, inslag av blåbär, inslag av mynta, inslag av choklad, inslag av peppar, inslag av vanilj	Flaska
207301	Org de Rac	105.33	7	7	9	Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av körsbär, inslag av choklad, inslag av peppar	Flaska
694201	Rawson's Retreat	109.33	8	7	9	Mycket fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av eukalyptus, inslag av björnbär, inslag av vanilj	Flaska
634608	Castelforte	73.00	8	8	10	Kryddig smak med inslag av fat, inslag av torkade körsbär, inslag av kanel, inslag av russin, inslag av mjölkchoklad, inslag av vanilj	Box
286101	Crozes-Hermitage	238.67	9	9	9	Smakrikt, kryddigt vin med inslag av hallon, inslag av lavendel, inslag av vitpeppar, inslag av björnbär, inslag av lagerblad, inslag av blåbär, inslag av timjan	Flaska
547001	Bourgogne	158.67	5	5	10	Kryddig smak med inslag av fat, inslag av hallon, inslag av lingon, inslag av nougat, inslag av örter	Flaska
271601	Montelciego	132.00	8	8	9	Nyanserad, utvecklad, kryddig smak med fatkaraktär, inslag av torkade körsbär, inslag av tobak, inslag av dill, inslag av kanel, inslag av choklad, inslag av korinter	Flaska
214401	Poliziano Vino Nobile di Montepulciano	198.67	9	9	9	Nyanserad, kryddig smak med fatkaraktär, inslag av mörka körsbär, inslag av katrinplommon, inslag av tobak, inslag av rosmarin, inslag av kakao	Flaska
699801	Masi	132.00	6	5	9	Bärig smak med inslag av skogshallon, inslag av svarta vinbär, inslag av lakrits, inslag av örter	Flaska
224101	Il Cuore Per Martina	92.00	7	6	9	Kryddig, fruktig smak med inslag av fat, inslag av körsbär, inslag av pinjenötter, inslag av jordgubbar, inslag av korinter, inslag av vanilj	Flaska
213301	Tommasi Palanca	198.67	8	7	9	Kryddig smak med inslag av fat, inslag av mörka körsbär, inslag av russin, inslag av nougat	Flaska
549701	Ojai Santa Barbara	398.67	6	5	9	Nyanserad, kryddig smak med fatkaraktär, inslag av jordgubbar, inslag av hallon, inslag av lagerblad, inslag av kardemumma, inslag av nougat, inslag av örter	Flaska
206605	Jacob's Creek	160.43	7	7	9	Fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av björnbär, inslag av lakrits, inslag av örter, inslag av peppar	Flaska
655001	The Ultimate Zin	113.33	6	5	9	Generöst fruktig smak med liten sötma, inslag av fat, inslag av blåbärssylt, inslag av vanilj, inslag av kardemumma, inslag av mjölkchoklad	Flaska
235308	Il Barone	56.33	5	5	8	Bärig smak med inslag av fat, inslag av körsbär, inslag av smörkola, inslag av vanilj	Box
7494401	Grand Sud	75.00	6	5	8	Mycket fruktig smak med inslag av blåbär, inslag av björnbär, inslag av lakrits	PET-flaska
7404801	Domaine Santa Duc	305.33	10	10	10	Kryddig, nyanserad smak med inslag av fat, inslag av hallon, inslag av peppar, inslag av björnbär, inslag av enbär, inslag av blåbär, inslag av lavendel	Flaska
680401	Morberg Collection	134.67	6	6	9	Fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av blåbär, inslag av kryddor, inslag av vanilj	Flaska
239201	Piccini	126.67	8	8	9	Fruktig smak med rostad fatkaraktär, inslag av kaffe, inslag av choklad, inslag av korinter, inslag av plommon, inslag av vanilj, inslag av kokos	Flaska
330201	Raccolto	105.33	8	8	9	Kryddig, fruktig smak med rostad fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av nougat, inslag av kaffe, inslag av salvia	Flaska
549801	Elephant Hill	185.33	9	9	9	Fruktig, nyanserad smak med fatkaraktär, inslag av björnbär, inslag av mynta, inslag av plommon, inslag av mörk choklad, inslag av peppar, inslag av viol, inslag av lagerblad	Flaska
235708	Palazzo	66.33	8	7	9	Fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av choklad, inslag av lakrits, inslag av peppar, inslag av vanilj	Box
281501	Crozes Hermitage	172.00	8	8	9	Nyanserad, kryddig smak med inslag av fat, inslag av björnbär, inslag av hallon, inslag av eneträ, inslag av viol, inslag av svartpeppar, inslag av lagerblad, inslag av kakao	Flaska
613101	The Black Shiraz	112.00	9	8	9	Mycket fruktig smak med fatkaraktär, inslag av björnbär, inslag av blåbär, inslag av svartpeppar, inslag av mörk choklad, inslag av vanilj	Flaska
201601	Réserve de Bonpas	118.67	7	7	9	Kryddig, fruktig smak med inslag av fat, inslag av körsbär, inslag av hallon, inslag av peppar, inslag av lagerblad	Flaska
671401	Boom Boom!	198.67	8	8	9	Mycket fruktig smak med fatkaraktär, inslag av björnbär, inslag av viol, inslag av blåbär, inslag av lagerblad, inslag av vanilj, inslag av lakrits	Flaska
7314201	Gérard Bertrand Château L'Hospitalet	225.33	9	9	9	Nyanserad, balanserad smak med fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av choklad, inslag av kaffe och svarta oliver.	Flaska
236008	The Big Zin	73.00	7	5	8	Generöst fruktig smak med sötma, inslag av fat, inslag av björnbärssylt, inslag av vanilj, inslag av mynta	Box
302308	Cantina Zaccagnini	86.33	7	7	9	Kryddig smak med fatkaraktär, inslag av körsbär, inslag av blåbär, inslag av kryddnejlika, inslag av vanilj	Box
7475601	Amicone	132.00	10	8	9	Fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av choklad, inslag av russin, inslag av peppar, inslag av salvia	Flaska
239801	Barolo Albe	318.67	8	10	10	Nyanserad smak med fatkaraktär, inslag av torkade körsbär, inslag av kanel, inslag av nypon, inslag av bergamott, inslag av nougat, inslag av apelsin	Flaska
2282601	Chill Out	100.00	6	5	8	Mycket fruktig smak med inslag av drottningsylt, inslag av lakrits	PET-flaska
535206	Castelforte	132.67	9	9	9	Kryddig smak med inslag av fat, inslag av mörka körsbär, inslag av nötter, inslag av choklad och rosmarin .	Magnum
2233501	Candidato Ecologico	78.67	6	6	9	Fruktig smak med inslag av blåbär, inslag av färska örter, inslag av körsbär	PET-flaska
320408	Doppio Passo	83.00	7	7	9	Mycket fruktig smak med liten sötma, inslag av mogna jordgubbar, inslag av russin, inslag av lakrits, inslag av vanilj	Box
626101	Brazin Old Vine	172.00	9	6	9	Generöst fruktig smak med rostad fatkaraktär, inslag av blåbärssylt, inslag av pepparmynta, inslag av choklad, inslag av kaffe, inslag av vanilj	Flaska
657208	Casillero del Diablo	79.67	8	8	9	Fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av blåbär, inslag av färska örter, inslag av vanilj	Box
7291508	Campos de Luz	59.67	5	4	9	Bärig smak med inslag av björnbär, inslag av blåbär, inslag av kryddor, inslag av jordgubbar	Box
7237101	Châteauneuf du Pape	305.33	9	8	9	Kryddig, fruktig smak med inslag av fat, inslag av plommon, inslag av jordgubbar, inslag av peppar, inslag av lakrits, inslag av lagerblad, inslag av kanel	Flaska
505901	Santa Helena Varietal	79.00	9	8	9	Mycket fruktig smak med inslag av plommon, inslag av blåbär, inslag av svartpeppar, inslag av örter, inslag av vanilj	PET-flaska
207702	Copertino	117.33	7	7	10	Mogen, kryddig smak med inslag av torkade körsbär, inslag av nypon, inslag av tobak, inslag av pomerans, inslag av läder	Flaska
7531601	Heitz	861.33	10	9	9	Komplex, fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av mynta, inslag av peppar, inslag av mörk choklad, inslag av ceder, inslag av tobak	Flaska
7357401	Amarone della Valpolicella	372.00	10	10	10	Kryddig, utvecklad smak med inslag av fat, inslag av torkade körsbär, inslag av muskot, inslag av russin, inslag av kanel, inslag av choklad	Flaska
653701	Montlaiz	70.00	6	6	9	Fruktig, ungdomlig smak med inslag av mörka bär, inslag av lakrits, inslag av gräs	Papp
271701	Gratena Chianti	145.33	7	6	9	Kryddig, nyanserad smak med inslag av fat, inslag av körsbär, inslag av hallon, inslag av kanel, inslag av örter, inslag av vanilj	Flaska
401607	Sibaris	119.33	5	5	10	Bärig smak med inslag av fat, inslag av blåbär, inslag av körsbär, inslag av muskot, inslag av skogshallon, inslag av färska örter, inslag av choklad	Box
215101	Xavier Côtes-du-Rhône	132.00	9	9	9	Kryddig, fruktig smak med inslag av mörka körsbär, inslag av björnbär, inslag av peppar, inslag av lagerblad, inslag av lakritsrot, inslag av kanel, inslag av hallon	Flaska
229101	Le Hurlevent	300.00	9	9	9	Nyanserad, kryddig smak med inslag av plommon, inslag av körsbär, inslag av lavendel, inslag av vitpeppar, inslag av lakrits, inslag av hallon, inslag av lagerblad	Flaska
7068401	Lagunilla	109.33	8	7	9	Utvecklad, kryddig smak med tydlig fatkaraktär, inslag av mörka körsbär, inslag av russin, inslag av choklad, inslag av muskot, inslag av dill, inslag av kaffe	Flaska
210901	Casa Vinironia	118.67	8	8	10	Kryddig smak med inslag av fat, inslag av körsbär, inslag av salvia, inslag av pomerans, inslag av choklad, inslag av kanel	Flaska
314701	Clarendelle	212.00	9	9	9	Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av ceder, inslag av korinter, inslag av kaffe, inslag av tobak, inslag av kakao	Flaska
535408	Tommasi Graticcio Appassionato	96.33	7	7	10	Kryddig, aningen utvecklad smak med inslag av fat, inslag av körsbär, inslag av kanel, inslag av jordgubbar, inslag av vanilj, inslag av choklad	Box
234808	Tommolo	66.33	7	7	9	Fruktig smak med inslag av fat, inslag av blåbär, inslag av ljus choklad, inslag av körsbär, inslag av vanilj	Box
712601	Bianchi Montepulciano d'Abruzzo	100.00	5	5	10	Bärig, ungdomlig smak med inslag av skogshallon, inslag av örter, inslag av körsbär, inslag av lakrits	Flaska
745101	Roodeberg	118.67	8	6	9	Fruktig smak med inslag av fat, inslag av hallon, inslag av björnbär, inslag av lakrits	Flaska
3253806	Högberga Syrah	264.67	7	6	10	Fruktig smak med fatkaraktär, inslag av plommon, inslag av blåbär, inslag av kryddor, inslag av tobak, inslag av skogshallon	Magnum
210908	Casa Vinironia	76.33	8	8	10	Kryddig smak med inslag av fat, inslag av körsbär, inslag av salvia, inslag av pomerans, inslag av choklad, inslag av kanel	Box
7912101	Châteauneuf-du-Pape	398.67	8	8	9	Nyanserad, kryddig smak med fatkaraktär inslag av skogshallon, inslag av jordgubbar, inslag av kanel, inslag av svartpeppar, inslag av lakrits	Flaska
232601	Epicuro	118.67	9	7	9	Fruktig, utvecklad smak med rostad fatkaraktär och liten sötma, inslag av russin, inslag av torkade körsbär, inslag av sötlakrits, inslag av kanel, inslag av choklad	Flaska
7166301	Ville di Antanè	145.33	9	8	10	Kryddig, nyanserad smak med inslag av fat, inslag av mörka körsbär, inslag av fikon, inslag av kanel, inslag av peppar, inslag av choklad	Flaska
746201	La Rioja Alta	572.00	9	9	9	Komplex, utvecklad smak med fatkaraktär, inslag av plommon, inslag av korinter, inslag av tobak, inslag av choklad, inslag av ceder, inslag av nötter	Flaska
7272201	Laccento	320.00	6	5	9	Fruktig smak med liten sötma, inslag av jordgubbar, inslag av kanel, inslag av körsbär, inslag av tranbär och färska örter.	Flaska
746301	Chateau Musar	438.67	9	8	9	Utvecklad, kryddig smak med fatkaraktär, inslag av torkade körsbär, inslag av kanel, inslag av russin, inslag av tobak, inslag av nougat, inslag av pomerans, inslag av ceder	Flaska
238401	Lupi Reali	92.00	6	6	9	Kryddig, fruktig smak med inslag av fat, inslag av mörka bär, inslag av vanilj och färska örter.	Flaska
224301	Jonty's Ducks	158.67	10	9	9	Nyanserad, kryddig smak med fatkaraktär, inslag av plommon, inslag av färska örter, inslag av mörk choklad, inslag av peppar, inslag av skogshallon	Flaska
224001	Vicor	118.67	9	9	9	Fruktigt, smakrikt vin med inslag av fat, inslag av skogshallon, inslag av plommon, inslag av svartpeppar, inslag av fikon, inslag av viol, inslag av choklad	Flaska
255901	Vivir Sin Dormir	132.00	10	9	9	Fruktigt, smakrikt vin med fatkaraktär, inslag av björnbär, inslag av plommon, inslag av kakao, inslag av svartpeppar, inslag av timjan, inslag av lakrits, inslag av vanilj	Flaska
7922008	Cigarra	75.00	7	7	9	Fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av nougat, inslag av kryddor, inslag av choklad	Box
7923401	Brunello di Montalcino	565.33	9	10	10	Nyanserad, kryddig smak med fatkaratär, inslag av körsbär, inslag av ceder, inslag av nougat, inslag av kanel, inslag av hallon	Flaska
7518401	Villa Righetti	286.67	10	9	10	Kryddig, nyanserad smak med inslag av fat, inslag av mörka körsbär, inslag av choklad, inslag av romrussin, inslag av kaffe, inslag av kardemumma	Flaska
7630801	Villa Righetti	166.67	8	8	10	Kryddig, något utvecklad smak med fatkaraktär, inslag av körsbär, inslag av kanel, inslag av tobak, inslag av choklad, inslag av plommon, inslag av vanilj	Flaska
626002	Brachetto d´Acqui	237.33	6	-1	9	Bärig, pärlande, mycket söt smak med inslag av körsbär, inslag av hallon och viol. Serveras kyld som sällskapsdryck eller till desserter.	Flaska
439101	Finca Villazán	158.67	9	10	10	Nyanserad, kryddig, något utvecklad smak med fatkaraktär, inslag av mörka körsbär, inslag av basilika, inslag av peppar, inslag av skogshallon, inslag av kakao och svart te.	Flaska
7465901	The Wanted Zin	118.67	9	7	9	Mycket fruktig smak med fatkaraktär, inslag av mörka bär, inslag av choklad, inslag av kaffe, inslag av vanilj	Flaska
7124406	Governo	126.00	8	6	8	Fruktig smak med fatkaraktär och liten sötma, inslag av plommon, inslag av kryddor, inslag av russin, inslag av kaffe, inslag av blåbär, inslag av mynta	Magnum
3263901	Under Ölands Sol Rondo	265.33	8	8	10	Fruktig smak med fatkaraktär, inslag av blåbär, inslag av svarta vinbär, inslag av örter, inslag av slånbär, inslag av lakrits, inslag av vanilj	Flaska
